Código AMIE|Nombre de la Institución Educativa|Código División Política Administrativa Provincia|Provincia|Código División Política Administrativa  Cantón|Cantón|Código División Política Administrativa  Parroquia|Parroquia|Zona Administrativa|Denominación del Distrito|Código de Distrito|Código de Circuito Educativo| Unidad Administrativa Circuital (propuesta de ubicación)|Casos excepcionales|Sostenimiento|Régimen Escolar|Jurisdicción|Tipo de Educación|Modalidad|Jornada|Nivel|Etnia|Nacionalidad|Pueblo|Institución Educativa georeferenciada|Institución responsable|Acceso (terrestre/ aéreo/fluvial)|Número de estudiantes|Número de docentes|Estado
11H01917|UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXT LIC PATRICIO CARVAJAL|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscomisional|SIERRA|Hispana|Popular Permanente|A Distancia|Matutina|Educación Básica y Bachillerato|Mestiza|NULL|NULL|NO|0|Terrestre|50|7|Activa
11H01798|DR RAFAEL SEVILLA|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|5|1|Activa
11H01717|COLEGIO NACIONAL LA TINGUE|11|LOJA|1116|OLMEDO|111651|LA TINGUE|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|80|10|Activa
11H01718|DR  MANUEL VARGAS CALLE|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|21|4|Activa
11H01719|JUAN RAFAEL SANCHEZ ROMAN|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|14|4|Activa
11H01720|LUIS GODIN|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|3|1|Activa
11H01721|CUIDAD DE BRASILIA|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|10|2|Activa
11H01722|JUAN DE ALDERETE|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|7|1|Activa
11H01723|UNIDAD EDUCATIVA     MONS  ALBERTO ZAMBRANO PALACIOS|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscomisional|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|563|35|Activa
11H01724|GUAYAQUIL|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|10|2|Activa
11H01726|JULIO VERNE|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|5|1|Activa
11H01728|ESCUELA FISCAL MIXTA OLMEDO|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|25|3|Activa
11H01729|DR FRANSISCO COSTA ZABALETA|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|39|6|Activa
11H01730|CIUDAD DE LA PAZ|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|17|1|Activa
11H01732|MARQUEZA DE SOLANDA|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|10|2|Activa
11H01734|IGNACIO DE VEINTIMILLA|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|134|12|Activa
11H01735|ECUELA FISCAL MIXTA SAMUEL VALDIVIESO|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|12|1|Activa
11H01736|RIO ZARUMILLA|11|LOJA|1116|OLMEDO|111651|LA TINGUE|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|7|1|Activa
11H01737|BERTHA MARINA QUISHPE VIRE|11|LOJA|1116|OLMEDO|111651|LA TINGUE|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|2|1|Activa
11H01738|JOSE BENJAMIIN ROBLES CARRION|11|LOJA|1116|OLMEDO|111651|LA TINGUE|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|3|1|Activa
11H01739|VASCO NUNEZ DE BALBOA|11|LOJA|1116|OLMEDO|111651|LA TINGUE|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|9|1|Activa
11H01741|ANTONIO NARIÑO|11|LOJA|1116|OLMEDO|111651|LA TINGUE|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|41|8|Activa
11H01742|LUIS BARRAGAN TORRES|11|LOJA|1116|OLMEDO|111651|LA TINGUE|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|15|3|Activa
11H01768|HECTOR BURBANO|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|22|1|Activa
11H01788|SUIZA|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09|SI|0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|30|7|Activa
11H01773|CRISTOBAL COLON|11|LOJA|1116|OLMEDO|111650|OLMEDO|Zona 7|CATAMAYO – CHAGUARPAMBA – OLMEDO|11D02|11D02C08_09|SI|0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|137|11|Activa
11H01815|FRANCISCO VALDIVIESO|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscomisional|SIERRA|Hispana|Popular Permanente|Presencial|Matutina y Vespertina|Educación Básica y Artesanal P.P|Mestiza|No aplica|No Aplica|NO|0|Terrestre|102|6|Activa
11H01869|LEONIDAS PROAÑO|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|No Escolarizado|Presencial|Matutina|No escolarizado|Mestiza|No aplica|No Aplica|NO|0|Terrestre|0|1|Activa
11H01873|MATILDE HIDALGO DE PROCEL|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|No Escolarizado|Presencial|Matutina|No escolarizado|Mestiza|No aplica|No Aplica|NO|0|Terrestre|0|1|Activa
11H01114|3 DE DICIEMBRE|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|256|15|Activa
11H01115|PROFESOR GALO ANIBAL LOPEZ VIVANCO|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|31|2|Activa
11H01116|MIGUEL VALDIVIESO|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|8|1|Activa
11H01117|ROBERTO RUILOVA|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|25|2|Activa
11H01118|FRANCISCO TERAN|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|3|1|Activa
11H01119|GENERAL SAN MARTIN|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|9|1|Activa
11H01120|DIVINO NIÑO JESÚS|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|10|1|Activa
11H01121|HERMEL N VELASCO|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|21|2|Activa
11H01137|BERTHA ABARCA DE LUDEÑA|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|11|1|Activa
11H01154|GONZALO RUBIO ORBE|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|23|2|Activa
11H01156|PRINCESA TOA|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|4|1|Activa
11H01157|DR JOSE MARIA VELASCO IBARRA|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|174|14|Activa
11H01158|HERMINIA MASACHE JARAMILLO|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|21|1|Activa
11H01161|RAFAEL TANDAZO TACURI|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|17|1|Activa
11H01162|25 DE AGOSTO|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|14|1|Activa
11H01163|AQUILES PEREZ|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|19|2|Activa
11H01167|CENTRO DE EDUCACION ESPECIAL JOSE BELISARIO DIAZ|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación Especial|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|32|4|Activa
11H01168|MARCELINO CHAMPAGNAT|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|61|7|Activa
11H01160|DOMINGO CELI|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a|SI|0|Fiscomisional|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|894|43|Activa
11H01165|LUIS FERNANDO BRAVO PLANTEL CENTRAL DE LA RED EDUCATIVA TACORANGA|11|LOJA|1109|PALTAS|110901|CATACOCHA|Zona 7|PALTAS|11D03|11D03C01_a|SI|0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|121|14|Activa
11H01871|LEONIDAS PROAÑO|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|No Escolarizado|Presencial|Matutina|No escolarizado|Mestiza|No aplica|No Aplica|NO|0|Terrestre|0|0|Activa
11H01878|MONSEÑOR JORGE GUILLERMO ARMIJOS|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|No Escolarizado|Presencial|Vespertina|No escolarizado|Mestiza|No aplica|No Aplica|NO|0|Terrestre|0|1|Activa
11H01914|UNIDAD EDUCATIVA DISTANCIA DE LOJA EXT DR MARIO ABRIL FREIRE|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscomisional|SIERRA|Hispana|Popular Permanente|A Distancia|Matutina|Educación Básica y Bachillerato|Mestiza|NULL|NULL|NO|0|Terrestre|152|9|Activa
11H01123|ALFREDO BAQUERIZO MORENO|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|4|1|Activa
11H01126|25 DE JUNIO|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|99|9|Activa
11H01127|LASTENIA VALDIVIESO ALVARADO|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|117|8|Activa
11H01128|SU MAJESTAD EL NIÑO|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Inicial|Mestiza|No aplica|No Aplica|NO|1|Terrestre|50|2|Activa
11H01132|ESCUELA FISCAL PISACA|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|6|1|Activa
11H01133|RAFAEL VILLAVICENCIO VELEZ|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|21|2|Activa
11H01136|COLEGIO NACIONAL SEGUNDO CUEVA CELI|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|57|9|Activa
11H01138|MANUEL RIOFRIO|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|6|1|Activa
11H01139|MANUEL UTRERAS GOMEZ|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|21|3|Activa
11H01140|13 DE MAYO|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|45|5|Activa
11H01141|NUESTRA SEÑORA DEL CARMEN|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|4|1|Activa
11H01143|TRINIDAD TORRES|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|4|1|Activa
11H01144|UNIDAD EDUCATIVA MARISTA CATACOCHA|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|901|52|Activa
11H01145|DOCTOR MANUEL ALEJANDRO CARRION|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|6|1|Activa
11H01146|LUIS ALFREDO MARTINEZ|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|10|2|Activa
11H01148|CARLOS EDUARDO GONZALEZ|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|18|3|Activa
11H01149|MONSENOR FRANCISCO VALDIVIEZO|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|64|7|Activa
11H01150|EXPERIMENTAL PALTAS|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina y Nocturna|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|1051|57|Activa
11H01151|EDMUNDO CARBO|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|50|3|Activa
11H01131|LEONIDAS AUGUSTO GUERRERO LOPEZ|11|LOJA|1109|PALTAS|110902|LOURDES|Zona 7|PALTAS|11D03|11D03C01_b|SI|0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Nocturna|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|61|9|Activa
11H01872|DANIEL ALVAREZ BURNEO|11|LOJA|1109|PALTAS|110958|CASANGA|Zona 7|PALTAS|11D03|11D03C02||0|Fiscal|SIERRA|Hispana|No Escolarizado|Presencial|Matutina|No escolarizado|Mestiza|No aplica|No Aplica|NO|0|Terrestre|0|0|Activa
11H01230|COLEGIO DR CARLOS MANUEL ESPINOZA|11|LOJA|1109|PALTAS|110957|SAN ANTONIO|Zona 7|PALTAS|11D03|11D03C02||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|79|9|Activa
11H01231|PROFESOR SEGUNDO CHAMBA BARBA|11|LOJA|1109|PALTAS|110957|SAN ANTONIO|Zona 7|PALTAS|11D03|11D03C02||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|5|1|Activa
11H01232|MANUEL VICENTE VIVANCO|11|LOJA|1109|PALTAS|110957|SAN ANTONIO|Zona 7|PALTAS|11D03|11D03C02||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|7|1|Activa
11H01233|JOSE ROSA MALDONADO HURTADO|11|LOJA|1109|PALTAS|110957|SAN ANTONIO|Zona 7|PALTAS|11D03|11D03C02||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|59|8|Activa
11H01234|14 DE ABRIL|11|LOJA|1109|PALTAS|110957|SAN ANTONIO|Zona 7|PALTAS|11D03|11D03C02||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|16|2|Activa
11H01235|DARIO GUEVARA|11|LOJA|1109|PALTAS|110957|SAN ANTONIO|Zona 7|PALTAS|11D03|11D03C02||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|15|1|Activa
11H01236|HNO. JOAQUIN LLEBANA CALLE|11|LOJA|1109|PALTAS|110957|SAN ANTONIO|Zona 7|PALTAS|11D03|11D03C02||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|18|1|Activa
11H01237|JUAN MARIA ARMIJOS CAMPOVERDE|11|LOJA|1109|PALTAS|110957|SAN ANTONIO|Zona 7|PALTAS|11D03|11D03C02||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|16|2|Activa
11H01238|MAXIMILIANO BARBA|11|LOJA|1109|PALTAS|110958|CASANGA|Zona 7|PALTAS|11D03|11D03C02||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|5|1|Activa
11H01239|MANUEL  J  JARAMILLO|11|LOJA|1109|PALTAS|110958|CASANGA|Zona 7|PALTAS|11D03|11D03C02||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|No aplica|No Aplica|NO|1|Terrestre|114|13|Activa
11H01240|GUILLERMO HUMBERTO VINTIMILLA|11|LOJA|1109|PALTAS|110958|CASANGA|Zona 7|PALTAS|11D03|11D03C02||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|36|3|Activa
11H01241|JUAN IVAN CUEVA|11|LOJA|1109|PALTAS|110958|CASANGA|Zona 7|PALTAS|11D03|11D03C02||0|Fiscal|SIERRA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|No aplica|No Aplica|NO|1|Terrestre|6|1|Activa
